SNO,CropType,Temp,SoilMoisture,Irrigate
3709,Tomato,31.3,580,0
3710,Tomato,33.0,571,0
3711,Rice,34.3,588,0
3712,Cotton,26.1,786,0
3713,Tomato,34.1,245,1
3714,Cotton,27.0,563,0
3715,Rice,25.2,228,0
3716,Banana,32.2,847,0
3717,Banana,25.3,487,0
3718,Cotton,25.9,486,0
3719,Maize,32.4,670,0
3720,Tomato,25.3,254,0
3721,Tomato,24.3,786,0
3722,Tomato,24.1,789,0
3723,Banana,29.9,407,1
3724,Cotton,30.3,212,1
3725,Tomato,27.2,418,0
3726,Banana,30.2,825,0
3727,Rice,29.9,669,0
3728,Rice,27.4,313,0
3729,Banana,29.5,248,1
3730,Millet,30.7,161,1
3731,Cotton,24.2,734,0
3732,Rice,30.2,270,1
3733,Millet,28.7,516,0
3734,Banana,28.1,296,1
3735,Rice,26.9,752,0
3736,Millet,29.4,330,0
3737,Rice,25.1,159,0
3738,Millet,24.1,475,0
3739,Millet,24.4,795,0
3740,Tomato,29.7,458,0
3741,Maize,30.4,830,0
3742,Millet,25.5,560,0
3743,Millet,33.4,395,0
3744,Maize,33.5,219,1
3745,Cotton,30.7,467,0
3746,Cotton,30.7,180,1
3747,Tomato,34.5,524,0
3748,Banana,32.0,655,0
3749,Millet,25.9,750,0
3750,Maize,31.1,625,0
3751,Tomato,34.3,448,0
3752,Millet,24.7,677,0
3753,Cotton,34.9,584,0
3754,Maize,34.8,532,0
3755,Rice,25.9,558,0
3756,Millet,34.9,799,0
3757,Millet,26.5,178,0
3758,Tomato,28.9,206,1
3759,Tomato,28.5,570,0
3760,Tomato,30.1,256,1
3761,Maize,24.9,235,0
3762,Tomato,34.2,497,0
3763,Millet,32.4,271,1
3764,Cotton,32.8,802,0
3765,Tomato,33.3,406,0
3766,Cotton,32.7,185,1
3767,Millet,33.5,769,0
3768,Tomato,29.8,207,1
3769,Rice,34.6,164,1
3770,Tomato,33.0,793,0
3771,Maize,26.6,209,0
3772,Banana,26.0,566,0
3773,Maize,27.2,581,0
3774,Millet,30.6,808,0
3775,Millet,32.7,151,1
3776,Millet,31.6,272,1
3777,Banana,28.6,307,1
3778,Tomato,28.1,814,0
3779,Banana,31.7,751,0
3780,Cotton,29.0,188,0
3781,Tomato,25.5,389,0
3782,Rice,28.1,302,1
3783,Rice,25.3,393,0
3784,Rice,27.2,249,0
3785,Banana,32.4,675,0
3786,Banana,24.7,597,0
3787,Millet,30.4,785,0
3788,Banana,32.0,850,0
3789,Millet,29.5,605,0
3790,Cotton,32.6,339,1
3791,Tomato,32.2,432,0
3792,Banana,26.4,547,0
3793,Cotton,31.5,408,0
3794,Cotton,33.2,383,0
3795,Cotton,28.3,214,0
3796,Millet,33.0,251,1
3797,Millet,28.1,526,0
3798,Rice,32.8,562,0
3799,Tomato,28.7,850,0
3800,Banana,31.7,757,0
3801,Tomato,32.3,152,1
3802,Tomato,25.4,243,0
3803,Rice,30.3,227,1
3804,Rice,24.3,280,0
3805,Banana,24.8,520,0
3806,Cotton,32.0,683,0
3807,Millet,26.9,334,0
3808,Rice,24.6,474,0
3809,Maize,34.3,512,0
3810,Banana,32.6,370,1
3811,Tomato,30.9,820,0
3812,Cotton,25.9,153,0
3813,Millet,26.4,201,0
3814,Maize,35.0,496,0
3815,Millet,25.9,402,0
3816,Millet,30.5,582,0
3817,Cotton,25.3,744,0
3818,Rice,26.7,488,0
3819,Maize,34.4,391,1
3820,Maize,30.2,422,0
3821,Tomato,34.3,150,1
3822,Banana,30.0,476,0
3823,Maize,33.9,241,1
3824,Banana,33.4,688,0
3825,Millet,29.9,410,0
3826,Cotton,30.1,528,0
3827,Banana,29.6,261,1
3828,Maize,25.6,353,0
3829,Cotton,33.3,674,0
3830,Tomato,26.8,674,0
3831,Tomato,30.1,650,0
3832,Rice,27.2,641,0
3833,Tomato,27.8,764,0
3834,Tomato,29.5,801,0
3835,Tomato,27.7,309,0
3836,Millet,34.6,354,0
3837,Cotton,33.0,614,0
3838,Tomato,24.5,667,0
3839,Tomato,26.8,783,0
3840,Banana,33.4,620,0
3841,Tomato,32.1,378,0
3842,Rice,29.6,693,0
3843,Cotton,31.8,523,0
3844,Rice,24.4,196,0
3845,Cotton,29.0,346,0
3846,Rice,31.0,198,1
3847,Tomato,33.2,608,0
3848,Rice,31.4,458,0
3849,Rice,28.6,574,0
3850,Rice,28.3,457,0
3851,Maize,25.8,328,0
3852,Tomato,25.1,185,0
3853,Tomato,30.9,843,0
3854,Tomato,26.1,440,0
3855,Maize,33.4,585,0
3856,Rice,28.7,427,0
3857,Maize,25.6,258,0
3858,Millet,24.2,746,0
3859,Banana,28.5,190,1
3860,Cotton,24.4,705,0
3861,Rice,30.9,360,1
3862,Maize,32.7,151,1
3863,Millet,27.6,603,0
3864,Tomato,34.7,443,0
3865,Millet,26.1,792,0
3866,Tomato,29.2,222,1
3867,Millet,24.3,419,0
3868,Maize,29.3,571,0
3869,Rice,29.9,727,0
3870,Cotton,34.4,778,0
3871,Millet,28.4,772,0
3872,Banana,25.4,619,0
3873,Tomato,32.0,274,1
3874,Maize,29.5,503,0
3875,Rice,31.6,665,0
3876,Maize,24.7,178,0
3877,Tomato,24.1,213,0
3878,Maize,26.5,767,0
3879,Maize,31.8,319,1
3880,Cotton,25.3,771,0
3881,Maize,30.1,472,0
3882,Maize,33.4,631,0
3883,Banana,31.7,430,1
3884,Millet,30.5,302,1
3885,Tomato,25.7,723,0
3886,Millet,28.5,349,0
3887,Millet,32.1,333,1
3888,Tomato,34.3,421,0
3889,Banana,25.6,316,0
3890,Millet,28.5,382,0
3891,Rice,26.0,671,0
3892,Rice,34.1,719,0
3893,Rice,25.0,366,0
3894,Cotton,27.8,488,0
3895,Tomato,33.4,595,0
3896,Tomato,29.9,182,1
3897,Cotton,24.7,546,0
3898,Rice,31.6,203,1
3899,Tomato,26.5,814,0
3900,Maize,30.5,180,1
3901,Cotton,30.7,611,0
3902,Maize,26.9,216,0
3903,Rice,34.2,464,0
3904,Tomato,27.3,637,0
3905,Maize,24.5,629,0
3906,Rice,26.2,791,0
3907,Banana,31.0,165,1
3908,Cotton,32.6,373,0
3909,Banana,32.2,832,0
3910,Millet,26.7,232,0
3911,Cotton,30.9,680,0
3912,Cotton,26.5,380,0
3913,Maize,30.3,441,0
3914,Tomato,24.3,211,0
3915,Tomato,29.5,298,1
3916,Maize,29.5,787,0
3917,Maize,32.6,723,0
3918,Maize,34.9,164,1
3919,Maize,33.5,636,0
3920,Millet,32.1,806,0
3921,Millet,33.0,782,0
3922,Cotton,30.9,742,0
3923,Maize,29.2,189,1
3924,Millet,32.0,740,0
3925,Maize,24.9,487,0
3926,Millet,31.1,436,0
3927,Millet,30.3,846,0
3928,Rice,30.9,729,0
3929,Rice,33.2,727,0
3930,Cotton,26.4,583,0
3931,Millet,32.0,570,0
3932,Tomato,33.3,670,0
3933,Rice,28.8,776,0
3934,Cotton,30.9,189,1
3935,Rice,34.3,174,1
3936,Millet,31.3,455,0
3937,Maize,29.9,190,1
3938,Banana,24.9,273,0
3939,Rice,33.2,779,0
3940,Banana,28.7,306,1
3941,Cotton,30.5,478,0
3942,Tomato,33.3,161,1
3943,Millet,34.6,185,1
3944,Cotton,29.6,355,0
3945,Banana,31.5,227,1
3946,Tomato,34.5,481,0
3947,Millet,30.4,350,0
3948,Cotton,34.1,202,1
3949,Maize,28.9,199,1
3950,Rice,26.1,559,0
3951,Millet,33.3,812,0
3952,Millet,30.0,785,0
3953,Millet,29.2,319,0
3954,Millet,29.2,277,0
3955,Banana,26.3,791,0
3956,Tomato,26.8,305,0
3957,Banana,32.1,474,0
3958,Maize,29.7,712,0
3959,Banana,24.4,803,0
3960,Tomato,24.1,241,0
3961,Maize,33.9,497,0
3962,Millet,24.5,491,0
3963,Maize,25.9,430,0
3964,Maize,31.4,158,1
3965,Rice,30.7,490,0
3966,Tomato,26.8,253,0
3967,Millet,24.3,327,0
3968,Banana,28.1,368,1
3969,Maize,33.6,274,1
3970,Cotton,26.0,797,0
3971,Millet,32.7,390,0
3972,Cotton,26.7,677,0
3973,Cotton,32.2,643,0
3974,Rice,33.5,393,1
3975,Rice,24.1,446,0
3976,Rice,25.9,427,0
3977,Banana,26.4,175,1
3978,Tomato,25.9,269,0
3979,Cotton,31.7,203,1
3980,Banana,28.5,775,0
3981,Cotton,26.5,372,0
3982,Rice,27.2,222,0
3983,Banana,27.0,563,0
3984,Cotton,31.8,477,0
3985,Rice,30.6,817,0
3986,Millet,28.7,726,0
3987,Millet,31.5,536,0
3988,Cotton,34.8,520,0
3989,Banana,25.5,730,0
3990,Rice,32.8,746,0
3991,Banana,26.7,638,0
3992,Banana,28.5,174,1
3993,Cotton,31.9,507,0
3994,Banana,28.1,369,1
3995,Maize,30.9,350,1
3996,Millet,29.4,199,0
3997,Millet,34.1,200,1
3998,Maize,32.6,293,1
3999,Millet,28.5,701,0
4000,Banana,26.0,176,0
4001,Cotton,31.3,814,0
4002,Millet,33.9,752,0
4003,Banana,28.7,484,0
4004,Rice,34.2,367,1
4005,Cotton,29.2,476,0
4006,Tomato,26.9,461,0
4007,Banana,33.6,391,1
4008,Tomato,28.6,718,0
4009,Tomato,33.7,501,0
4010,Tomato,24.6,807,0
4011,Maize,32.8,761,0
4012,Rice,27.2,178,0
4013,Millet,29.1,491,0
4014,Tomato,34.4,627,0
4015,Tomato,26.8,755,0
4016,Millet,25.2,634,0
4017,Millet,27.2,286,0
4018,Rice,26.9,515,0
4019,Rice,27.7,299,0
4020,Millet,31.8,597,0
4021,Tomato,30.9,652,0
4022,Cotton,33.7,671,0
4023,Banana,26.2,534,0
4024,Tomato,27.2,708,0
4025,Millet,25.7,224,0
4026,Banana,27.4,179,1
4027,Maize,33.6,557,0
4028,Rice,26.0,820,0
4029,Banana,31.9,391,1
4030,Tomato,30.0,716,0
4031,Maize,28.9,185,1
4032,Tomato,26.7,637,0
4033,Rice,34.0,753,0
4034,Cotton,34.1,503,0
4035,Cotton,31.1,167,1
4036,Rice,33.7,362,1
4037,Tomato,31.0,550,0
4038,Maize,30.8,172,1
4039,Rice,26.1,263,0
4040,Millet,25.7,723,0
4041,Tomato,32.1,720,0
4042,Maize,26.8,585,0
4043,Tomato,25.2,748,0
4044,Banana,28.3,327,1
4045,Millet,34.4,623,0
4046,Maize,30.8,607,0
4047,Banana,28.3,406,1
4048,Cotton,31.0,762,0
4049,Millet,34.3,302,1
4050,Cotton,30.2,548,0
4051,Cotton,31.1,194,1
4052,Tomato,29.3,227,1
4053,Tomato,25.3,613,0
4054,Tomato,34.6,511,0
4055,Banana,24.9,394,0
4056,Banana,30.2,380,1
4057,Cotton,34.1,720,0
4058,Tomato,28.6,323,0
4059,Millet,24.8,492,0
4060,Banana,34.5,801,0
4061,Tomato,25.9,375,0
4062,Cotton,33.2,207,1
4063,Cotton,24.1,257,0
4064,Banana,24.3,559,0
4065,Maize,34.1,842,0
4066,Millet,27.9,601,0
4067,Rice,30.1,620,0
4068,Rice,25.8,553,0
4069,Rice,32.3,540,0
4070,Rice,24.9,517,0
4071,Tomato,24.3,383,0
4072,Maize,30.7,397,1
4073,Maize,28.7,453,0
4074,Rice,28.7,775,0
4075,Tomato,26.5,712,0
4076,Tomato,33.0,329,0
4077,Millet,27.8,175,0
4078,Maize,31.6,657,0
4079,Banana,30.4,710,0
4080,Maize,28.0,176,0
4081,Millet,25.4,191,0
4082,Maize,32.9,726,0
4083,Banana,34.7,449,1
4084,Cotton,25.5,537,0
4085,Millet,33.2,708,0
4086,Banana,28.3,175,1
4087,Cotton,32.4,259,1
4088,Cotton,34.0,782,0
4089,Rice,29.7,244,1
4090,Millet,27.0,284,0
4091,Rice,32.2,276,1
4092,Tomato,31.5,456,0
4093,Maize,24.8,353,0
4094,Cotton,32.7,273,1
4095,Banana,27.6,167,1
4096,Millet,25.1,476,0
4097,Cotton,31.8,491,0
4098,Maize,26.8,428,0
4099,Banana,30.4,600,0
4100,Maize,32.3,740,0
4101,Cotton,26.7,417,0
4102,Tomato,32.3,513,0
4103,Tomato,24.1,453,0
4104,Rice,27.7,176,0
4105,Tomato,31.7,789,0
4106,Tomato,33.7,564,0
4107,Banana,25.0,731,0
4108,Rice,24.6,509,0
4109,Maize,27.8,768,0
4110,Cotton,24.0,682,0
4111,Cotton,27.6,424,0
4112,Millet,31.4,227,1
4113,Cotton,28.2,324,0
4114,Rice,28.5,217,1
4115,Cotton,26.1,822,0
4116,Cotton,28.8,342,0
4117,Millet,24.0,159,0
4118,Maize,24.8,795,0
4119,Banana,28.7,718,0
4120,Rice,25.2,165,0
4121,Rice,33.4,374,1
4122,Cotton,34.6,205,1
4123,Tomato,34.1,407,0
4124,Tomato,27.6,533,0
4125,Millet,33.8,839,0
4126,Banana,27.2,446,1
4127,Millet,29.1,155,0
4128,Tomato,32.8,792,0
4129,Millet,25.7,511,0
4130,Maize,28.5,324,1
4131,Maize,28.8,769,0
4132,Tomato,26.4,562,0
4133,Maize,34.0,837,0
4134,Tomato,31.0,191,1
4135,Tomato,28.9,632,0
4136,Rice,31.7,791,0
4137,Rice,26.2,759,0
4138,Rice,32.2,534,0
4139,Millet,28.5,334,0
4140,Millet,27.8,366,0
4141,Rice,31.2,456,0
4142,Rice,29.3,734,0
4143,Rice,33.9,498,0
4144,Tomato,31.1,363,0
4145,Millet,24.1,236,0
4146,Rice,24.4,267,0
4147,Rice,32.9,213,1
4148,Rice,32.3,698,0
4149,Millet,24.7,288,0
4150,Cotton,30.5,440,0
4151,Banana,32.8,556,0
4152,Tomato,28.6,196,1
4153,Millet,28.5,560,0
4154,Banana,32.2,726,0
4155,Banana,28.5,273,1
4156,Rice,30.0,224,1
4157,Millet,25.1,404,0
4158,Maize,35.0,374,1
4159,Maize,28.5,604,0
4160,Millet,28.5,616,0
4161,Maize,29.3,311,1
4162,Rice,27.1,178,0
4163,Tomato,29.3,287,1
4164,Cotton,31.2,255,1
4165,Cotton,29.0,466,0
4166,Rice,27.7,418,0
4167,Rice,28.2,613,0
4168,Rice,32.7,687,0
4169,Rice,29.0,239,1
4170,Banana,30.6,184,1
4171,Millet,28.8,667,0
4172,Cotton,32.8,754,0
4173,Banana,32.9,189,1
4174,Tomato,28.3,498,0
4175,Cotton,24.5,495,0
4176,Maize,28.6,740,0
4177,Tomato,24.0,843,0
4178,Cotton,26.4,200,0
4179,Cotton,33.2,783,0
4180,Tomato,29.5,301,0
4181,Maize,32.9,350,1
4182,Millet,32.1,692,0
4183,Rice,34.2,420,0
4184,Banana,24.3,420,0
4185,Rice,32.1,745,0
4186,Tomato,29.4,620,0
4187,Rice,24.6,732,0
4188,Rice,31.3,532,0
4189,Maize,32.1,695,0
4190,Tomato,24.3,407,0
4191,Rice,31.9,157,1
4192,Cotton,29.5,223,0
4193,Maize,26.3,784,0
4194,Cotton,30.4,227,1
4195,Cotton,34.4,683,0
4196,Maize,32.1,239,1
4197,Tomato,30.0,714,0
4198,Cotton,25.4,505,0
4199,Cotton,25.6,394,0
4200,Millet,28.8,432,0
4201,Tomato,24.7,690,0
4202,Millet,34.0,459,0
4203,Maize,33.7,315,1
4204,Maize,28.7,397,1
4205,Millet,24.3,441,0
4206,Tomato,24.3,592,0
4207,Rice,34.2,413,0
4208,Banana,29.3,372,1
4209,Maize,28.3,832,0
4210,Cotton,28.1,295,0
4211,Maize,26.8,535,0
4212,Banana,29.1,649,0
4213,Cotton,34.0,495,0
4214,Millet,26.9,375,0
4215,Cotton,31.1,358,0
4216,Millet,28.9,645,0
4217,Banana,27.4,759,0
4218,Banana,30.3,763,0
4219,Maize,32.4,399,1
4220,Maize,26.4,712,0
4221,Banana,29.9,626,0
4222,Tomato,26.4,429,0
4223,Cotton,28.2,409,0
4224,Tomato,28.6,230,1
4225,Millet,25.5,442,0
4226,Maize,24.8,233,0
4227,Rice,34.7,554,0
4228,Millet,24.4,207,0
4229,Tomato,26.4,671,0
4230,Banana,28.3,777,0
4231,Rice,34.7,200,1
4232,Cotton,31.5,462,0
4233,Millet,26.1,240,0
4234,Banana,34.7,691,0
4235,Cotton,27.4,152,0
4236,Maize,26.6,743,0
4237,Rice,34.3,214,1
4238,Cotton,31.3,366,0
4239,Rice,33.2,377,1
4240,Banana,29.6,766,0
4241,Banana,30.4,803,0
4242,Cotton,29.2,266,0
4243,Tomato,29.1,741,0
4244,Cotton,33.3,629,0
4245,Maize,28.1,660,0
4246,Maize,30.5,647,0
4247,Maize,29.7,281,1
4248,Maize,33.5,569,0
4249,Millet,34.4,221,1
4250,Tomato,26.0,783,0
4251,Millet,26.1,628,0
4252,Millet,30.2,844,0
4253,Millet,25.4,266,0
4254,Tomato,29.4,406,0
4255,Cotton,26.3,360,0
4256,Banana,32.8,836,0
4257,Rice,28.9,693,0
4258,Maize,27.6,208,0
4259,Millet,33.6,802,0
4260,Tomato,27.6,526,0
4261,Rice,30.0,722,0
4262,Millet,30.4,420,0
4263,Tomato,30.1,704,0
4264,Cotton,34.1,786,0
4265,Maize,33.3,775,0
4266,Maize,26.6,311,0
4267,Rice,29.9,338,1
4268,Rice,34.3,442,0
4269,Millet,34.9,224,1
4270,Cotton,28.7,403,0
4271,Maize,33.8,386,1
4272,Maize,25.7,629,0
4273,Cotton,32.1,596,0
4274,Tomato,25.8,340,0
4275,Cotton,32.5,586,0
4276,Cotton,25.8,735,0
4277,Banana,29.9,790,0
4278,Millet,27.1,490,0
4279,Millet,34.8,815,0
4280,Banana,29.1,826,0
4281,Millet,32.1,462,0
4282,Tomato,27.8,326,0
4283,Cotton,24.2,177,0
4284,Cotton,29.9,848,0
4285,Cotton,29.3,778,0
4286,Banana,31.9,191,1
4287,Maize,30.6,386,1
4288,Millet,27.0,232,0
4289,Banana,29.4,599,0
4290,Rice,26.0,390,0
4291,Millet,29.6,340,0
4292,Millet,33.3,828,0
4293,Banana,31.9,618,0
4294,Rice,24.1,653,0
4295,Maize,29.5,458,0
4296,Tomato,28.6,536,0
4297,Rice,27.8,449,0
4298,Cotton,30.8,553,0
4299,Tomato,32.8,422,0
4300,Maize,25.1,366,0
4301,Tomato,32.4,429,0
4302,Banana,27.9,406,1
4303,Cotton,25.6,266,0
4304,Cotton,30.1,737,0
4305,Rice,28.9,442,0
4306,Cotton,26.1,733,0
4307,Cotton,34.4,667,0
4308,Cotton,28.7,378,0
4309,Tomato,32.5,728,0
4310,Rice,30.0,387,1
4311,Banana,27.5,202,1
4312,Millet,34.0,192,1
4313,Rice,30.2,656,0
4314,Maize,32.1,475,0
4315,Millet,34.0,833,0
4316,Rice,30.5,187,1
4317,Millet,24.9,359,0
4318,Millet,26.8,509,0
4319,Tomato,28.3,737,0
4320,Millet,25.2,594,0
4321,Maize,25.0,671,0
4322,Millet,28.1,341,0
4323,Banana,34.1,234,1
4324,Banana,28.7,497,0
4325,Cotton,32.3,239,1
4326,Rice,29.0,617,0
4327,Rice,27.2,627,0
4328,Maize,31.9,325,1
4329,Millet,24.9,842,0
4330,Cotton,32.2,270,1
4331,Cotton,31.3,725,0
4332,Banana,34.8,332,1
4333,Cotton,33.1,574,0
4334,Millet,33.9,217,1
4335,Maize,27.7,341,0
4336,Millet,34.9,195,1
4337,Millet,26.0,383,0
4338,Tomato,25.5,264,0
4339,Millet,26.4,810,0
4340,Tomato,27.0,549,0
4341,Maize,25.7,768,0
4342,Rice,31.4,802,0
4343,Maize,26.6,783,0
4344,Cotton,34.8,538,0
4345,Tomato,25.5,516,0
4346,Tomato,29.8,337,0
4347,Millet,32.7,477,0
4348,Tomato,28.3,251,1
4349,Cotton,33.4,249,1
4350,Millet,26.9,599,0
4351,Rice,30.2,242,1
4352,Cotton,25.9,352,0
4353,Tomato,31.2,459,0
4354,Tomato,33.0,446,0
4355,Millet,24.3,618,0
4356,Rice,28.5,386,1
4357,Banana,33.1,371,1
4358,Maize,28.1,619,0
4359,Rice,25.6,313,0
4360,Rice,30.5,619,0
4361,Millet,32.8,821,0
4362,Millet,27.6,311,0
4363,Millet,32.6,554,0
4364,Tomato,32.3,561,0
4365,Millet,25.6,729,0
4366,Maize,29.7,406,0
4367,Millet,33.2,158,1
4368,Rice,33.2,509,0
4369,Rice,27.4,257,0
4370,Rice,31.9,279,1
4371,Cotton,29.8,351,0
4372,Cotton,26.4,561,0
4373,Millet,31.6,500,0
4374,Banana,32.5,440,1
4375,Banana,33.9,682,0
4376,Cotton,29.0,527,0
4377,Rice,32.1,179,1
4378,Rice,29.8,615,0
4379,Tomato,24.1,278,0
4380,Cotton,30.9,672,0
4381,Rice,24.8,313,0
4382,Tomato,34.6,581,0
4383,Rice,24.5,574,0
4384,Cotton,32.3,375,0
4385,Tomato,30.5,820,0
4386,Millet,28.3,672,0
4387,Banana,28.0,847,0
4388,Rice,27.1,747,0
4389,Cotton,34.6,524,0
4390,Tomato,30.5,607,0
4391,Rice,30.7,674,0
4392,Rice,34.4,451,0
4393,Rice,32.2,264,1
4394,Banana,33.4,335,1
4395,Millet,29.9,304,0
4396,Millet,24.1,248,0
4397,Cotton,32.4,470,0
4398,Millet,34.5,218,1
4399,Banana,33.9,843,0
4400,Millet,29.1,834,0
4401,Banana,27.8,259,1
4402,Banana,26.7,494,0
4403,Rice,24.4,701,0
4404,Millet,27.3,361,0
4405,Banana,27.9,427,1
4406,Rice,33.5,363,1
4407,Millet,31.6,298,1
4408,Millet,24.5,423,0
4409,Banana,31.3,807,0
4410,Tomato,32.9,155,1
4411,Tomato,26.6,190,0
4412,Cotton,28.0,832,0
4413,Millet,29.5,508,0
4414,Cotton,33.2,366,0
4415,Cotton,34.7,733,0
4416,Banana,34.3,638,0
4417,Maize,33.3,239,1
4418,Tomato,30.2,393,0
4419,Cotton,29.8,696,0
4420,Maize,24.3,267,0
4421,Cotton,25.4,228,0
4422,Cotton,29.5,479,0
4423,Rice,29.7,801,0
4424,Maize,25.9,447,0
4425,Tomato,32.6,583,0
4426,Tomato,34.3,468,0
4427,Banana,32.0,296,1
4428,Banana,30.0,514,0
4429,Cotton,24.7,571,0
4430,Cotton,28.5,473,0
4431,Banana,27.8,739,0
4432,Banana,32.6,150,1
4433,Rice,25.5,748,0
4434,Millet,34.6,690,0
4435,Banana,33.5,359,1
4436,Tomato,26.9,460,0
4437,Banana,29.7,772,0
4438,Rice,25.6,592,0
4439,Tomato,27.8,558,0
4440,Millet,31.2,307,1
4441,Tomato,29.8,615,0
4442,Tomato,29.5,259,1
4443,Rice,31.6,265,1
4444,Rice,32.8,674,0
4445,Cotton,33.4,789,0
4446,Rice,24.1,218,0
4447,Rice,32.3,755,0
4448,Cotton,31.3,752,0
4449,Millet,30.4,301,1
4450,Maize,33.8,420,0
4451,Banana,30.6,802,0
4452,Maize,34.3,681,0
4453,Cotton,28.5,643,0
4454,Cotton,24.9,812,0
4455,Millet,34.0,375,0
4456,Tomato,24.4,377,0
4457,Millet,35.0,484,0
4458,Rice,31.7,227,1
4459,Cotton,33.0,843,0
4460,Maize,26.3,500,0
4461,Banana,31.9,558,0
4462,Tomato,29.1,302,0
4463,Rice,27.4,624,0
4464,Banana,25.6,643,0
4465,Rice,28.3,513,0
4466,Rice,24.8,522,0
4467,Maize,33.6,547,0
4468,Cotton,24.4,813,0
4469,Banana,31.5,414,1
4470,Cotton,24.1,314,0
4471,Tomato,33.4,263,1
4472,Banana,33.9,332,1
4473,Banana,25.4,404,0
4474,Rice,28.1,477,0
4475,Banana,26.9,779,0
4476,Banana,30.4,755,0
4477,Banana,34.6,568,0
4478,Cotton,26.6,423,0
4479,Rice,27.0,765,0
4480,Millet,24.0,437,0
4481,Cotton,25.6,670,0
4482,Banana,33.6,520,0
4483,Tomato,26.1,225,0
4484,Banana,27.7,449,1
4485,Cotton,32.9,546,0
4486,Maize,30.0,370,1
4487,Millet,28.6,517,0
4488,Banana,28.3,790,0
4489,Rice,28.3,401,0
4490,Cotton,31.7,658,0
4491,Banana,26.8,710,0
4492,Millet,27.4,687,0
4493,Cotton,33.6,209,1
4494,Rice,24.4,411,0
4495,Rice,30.1,683,0
4496,Cotton,27.2,724,0
4497,Tomato,26.9,564,0
4498,Tomato,26.2,531,0
4499,Cotton,30.8,596,0
4500,Maize,30.5,534,0
4501,Tomato,33.6,661,0
4502,Millet,31.2,717,0
4503,Banana,30.1,302,1
4504,Maize,27.5,389,0
4505,Cotton,24.1,207,0
4506,Banana,28.1,735,0
4507,Banana,26.5,541,0
4508,Cotton,24.7,489,0
4509,Maize,30.9,733,0
4510,Tomato,28.4,675,0
4511,Banana,32.4,247,1
4512,Maize,28.6,567,0
4513,Cotton,28.4,209,0
4514,Rice,34.6,556,0
4515,Tomato,27.8,450,0
4516,Tomato,30.7,355,0
4517,Cotton,31.8,240,1
4518,Tomato,25.3,822,0
4519,Tomato,27.7,236,1
4520,Millet,27.4,603,0
4521,Cotton,27.8,843,0
4522,Millet,25.6,676,0
4523,Cotton,34.1,350,0
4524,Cotton,25.1,646,0
4525,Banana,31.1,402,1
4526,Cotton,31.7,155,1
4527,Rice,24.2,664,0
4528,Maize,27.6,244,0
4529,Millet,29.5,262,0
4530,Cotton,24.7,781,0
4531,Cotton,32.2,685,0
4532,Cotton,26.8,614,0
4533,Banana,27.1,523,0
4534,Tomato,32.8,849,0
4535,Banana,33.1,613,0
4536,Cotton,29.6,776,0
4537,Cotton,28.6,375,0
4538,Rice,33.7,442,0
4539,Rice,25.4,550,0
4540,Rice,30.8,347,1
4541,Maize,29.0,503,0
4542,Millet,32.9,380,0
4543,Millet,31.4,533,0
4544,Rice,24.5,268,0
4545,Millet,32.0,392,0
4546,Rice,24.8,407,0
4547,Tomato,32.6,696,0
4548,Banana,24.7,489,0
4549,Tomato,34.5,308,0
4550,Cotton,26.2,638,0
4551,Millet,24.7,505,0
4552,Cotton,26.2,658,0
4553,Maize,24.4,341,0
4554,Cotton,30.4,820,0
4555,Tomato,26.4,624,0
4556,Tomato,30.3,197,1
4557,Tomato,28.8,254,1
4558,Tomato,25.2,614,0
4559,Banana,24.9,763,0
4560,Tomato,33.9,338,0
4561,Cotton,25.3,200,0
4562,Millet,30.0,450,0
4563,Banana,34.6,779,0
4564,Banana,32.4,485,0
4565,Tomato,29.2,356,0
4566,Banana,31.5,776,0
4567,Maize,26.7,600,0
4568,Cotton,27.4,509,0
4569,Maize,33.8,255,1
4570,Rice,26.8,191,0
4571,Maize,31.4,692,0
4572,Cotton,24.1,744,0
4573,Millet,32.8,602,0
4574,Cotton,28.1,597,0
4575,Rice,29.3,263,1
4576,Rice,33.2,531,0
4577,Banana,28.0,589,0
4578,Banana,34.9,155,1
4579,Cotton,30.4,283,1
4580,Maize,34.5,740,0
4581,Banana,33.8,690,0
4582,Tomato,27.7,163,1
4583,Tomato,25.7,488,0
4584,Cotton,32.5,236,1
4585,Tomato,31.2,572,0
4586,Millet,34.0,452,0
4587,Maize,33.2,206,1
4588,Banana,28.2,295,1
4589,Rice,34.3,831,0
4590,Maize,27.4,344,0
4591,Banana,24.2,600,0
4592,Tomato,27.5,592,0
4593,Banana,33.7,620,0
4594,Millet,24.6,557,0
4595,Tomato,25.2,658,0
4596,Rice,32.3,532,0
4597,Banana,29.4,337,1
4598,Cotton,26.0,317,0
4599,Rice,31.8,536,0
4600,Rice,27.2,277,0
4601,Cotton,34.3,809,0
4602,Maize,27.0,206,0
4603,Tomato,29.8,342,0
4604,Rice,32.8,609,0
4605,Tomato,30.9,552,0
4606,Cotton,31.3,821,0
4607,Banana,34.6,628,0
4608,Tomato,26.4,672,0
4609,Millet,31.3,573,0
4610,Banana,29.5,387,1
4611,Banana,34.9,707,0
4612,Millet,26.8,634,0
4613,Cotton,28.9,530,0
4614,Rice,30.7,524,0
4615,Banana,29.2,769,0
4616,Tomato,27.3,700,0
4617,Cotton,24.2,772,0
